UNIQ_ID,mod_year,age,hour,drunk_dr,numoccs,deformed,motorcycle,rollover_binary,air_bag_deployed,speedrel_binary,fatality_target
360191_1_2,2010,55,21.0,1,5,0.0,0,0,0,1,0
360194_1_1,1994,21,21.0,0,1,6.0,0,0,1,0,1
360194_2_1,1998,20,21.0,0,1,6.0,0,0,1,0,0
360200_1_1,2008,22,10.0,0,1,6.0,0,0,1,0,0
360200_2_1,2003,79,10.0,0,1,6.0,0,0,1,0,1
360202_1_1,2010,22,9.0,0,1,6.0,0,1,1,0,1
360204_1_1,2004,50,19.0,0,1,6.0,0,0,1,1,1
360207_1_1,2001,27,7.0,1,1,6.0,0,0,1,1,1
360209_1_1,2005,28,1.0,1,2,6.0,0,1,0,1,1
360209_1_2,2005,26,1.0,1,2,6.0,0,1,0,1,1
360212_1_1,2005,23,15.0,0,1,6.0,1,0,0,1,1
360214_1_1,2013,20,3.0,1,1,6.0,0,0,1,0,0
360215_1_1,2002,27,2.0,1,2,6.0,0,1,0,1,1
360215_1_2,2002,37,2.0,1,2,6.0,0,1,0,1,0
360216_1_1,1988,25,15.0,1,1,6.0,0,1,0,1,1
360218_2_1,2002,26,4.0,2,2,6.0,0,1,1,0,0
360218_2_2,2002,29,4.0,2,2,6.0,0,1,0,0,1
360230_2_1,2011,59,19.0,0,3,6.0,0,0,1,0,0
360230_2_2,2011,55,19.0,0,3,6.0,0,0,1,0,0
360230_2_3,2011,81,19.0,0,3,6.0,0,0,1,0,1
360232_2_1,2010,55,19.0,0,1,6.0,0,0,1,0,1
360235_1_1,1995,52,21.0,1,1,6.0,0,0,1,1,1
360241_1_1,2000,54,16.0,0,1,6.0,0,0,0,0,1
360245_2_1,1976,53,20.0,0,1,6.0,1,0,0,0,1
360247_1_1,2004,56,17.0,0,1,6.0,0,0,0,0,1
360247_2_1,2006,33,17.0,0,2,6.0,0,0,0,0,0
360247_2_2,2006,30,17.0,0,2,6.0,0,0,0,0,0
360248_1_1,2014,61,10.0,0,7,6.0,0,0,1,0,0
360248_1_2,2014,35,10.0,0,7,6.0,0,0,1,0,0
360248_1_3,2014,48,10.0,0,7,6.0,0,0,1,0,1
360248_1_4,2014,16,10.0,0,7,6.0,0,0,1,0,0
360248_1_5,2014,18,10.0,0,7,6.0,0,0,1,0,1
360248_1_6,2014,59,10.0,0,7,6.0,0,0,1,0,0
360248_1_7,2014,33,10.0,0,7,6.0,0,0,1,0,1
360250_1_1,2003,21,4.0,0,3,6.0,0,1,0,1,1
360250_1_2,2003,23,4.0,0,3,6.0,0,1,0,1,0
360250_1_3,2003,27,4.0,0,3,6.0,0,1,0,1,0
360251_1_1,2009,75,8.0,0,1,6.0,0,1,0,0,1
360252_2_1,2007,24,15.0,0,1,6.0,1,0,0,0,1
360258_1_1,2009,76,9.0,0,1,0.0,0,0,0,0,0
360260_1_1,2009,50,14.0,0,1,6.0,0,0,1,0,1
360261_1_1,2013,42,14.0,0,2,6.0,0,0,1,0,0
360261_1_2,2013,48,14.0,0,2,6.0,0,0,1,0,1
360264_1_1,2014,26,6.0,1,2,6.0,0,0,1,1,1
360264_1_2,2014,24,6.0,1,2,6.0,0,0,1,1,1
360267_1_1,1995,48,14.0,0,1,6.0,0,0,1,0,1
360267_2_1,2004,45,14.0,0,1,6.0,0,0,0,0,0
360273_1_1,2015,27,4.0,1,2,6.0,0,1,1,1,1
360273_1_2,2015,23,4.0,1,2,6.0,0,1,1,1,1
360275_1_1,2001,24,5.0,1,3,6.0,0,0,0,1,0
360275_1_2,2001,22,5.0,1,3,6.0,0,0,0,1,0
360275_1_3,2001,24,5.0,1,3,6.0,0,0,0,1,1
360276_1_1,2004,16,5.0,0,1,6.0,0,1,1,1,1
360279_1_1,2002,25,6.0,0,4,6.0,0,1,0,0,1
360279_1_2,2002,27,6.0,0,4,6.0,0,1,0,0,0
360279_1_3,2002,2,6.0,0,4,6.0,0,1,0,0,0
360279_1_4,2002,0,6.0,0,4,6.0,0,1,0,0,0
360280_1_1,2002,21,1.0,1,3,6.0,0,0,1,1,1
360280_1_2,2002,16,1.0,1,3,6.0,0,0,1,1,0
360280_1_3,2002,26,1.0,1,3,6.0,0,0,0,1,0
360281_1_1,2002,47,20.0,0,1,6.0,0,1,0,1,1
360286_1_1,2015,32,4.0,0,1,6.0,0,1,1,1,1
360287_1_1,2005,20,17.0,1,1,6.0,1,0,0,1,1
360288_1_1,2008,61,14.0,0,1,6.0,1,0,0,0,1
360293_1_1,2002,42,17.0,1,1,6.0,0,0,0,1,1
360293_2_1,2005,50,17.0,1,3,6.0,0,0,0,0,0
360293_2_2,2005,12,17.0,1,3,6.0,0,0,0,0,0
360293_2_3,2005,13,17.0,1,3,6.0,0,0,0,0,1
360294_1_1,2001,24,2.0,1,2,6.0,0,0,1,1,0
360294_1_2,2001,21,2.0,1,2,6.0,0,0,1,1,1
360296_1_1,2003,31,22.0,1,1,6.0,0,0,1,0,0
360296_2_1,2001,47,22.0,1,1,6.0,0,0,1,0,1
360298_1_1,2013,59,8.0,0,2,6.0,0,0,1,0,1
360298_1_2,2013,54,8.0,0,2,6.0,0,0,1,0,0
360298_2_1,2011,38,8.0,0,1,6.0,0,0,0,0,0
360299_1_1,2006,21,5.0,0,3,6.0,0,0,1,0,0
360299_1_2,2006,4,5.0,0,3,6.0,0,0,0,0,1
360299_1_3,2006,3,5.0,0,3,6.0,0,0,0,0,0
360299_2_1,2014,43,5.0,0,1,6.0,0,0,1,0,0
360303_1_1,2008,36,1.0,1,1,6.0,1,0,0,1,1
360305_1_1,2010,66,15.0,0,4,6.0,0,0,0,0,0
360305_1_2,2010,46,15.0,0,4,6.0,0,0,0,0,0
360305_1_3,2010,59,15.0,0,4,6.0,0,0,0,0,0
360305_1_4,2010,72,15.0,0,4,6.0,0,0,0,0,1
360305_2_1,2004,34,15.0,0,2,6.0,0,1,0,0,0
360305_2_2,2004,41,15.0,0,2,6.0,0,1,0,0,0
360306_1_1,2014,33,6.0,0,1,6.0,0,0,1,0,1
360310_1_1,1991,24,15.0,0,3,6.0,0,0,0,0,0
360310_1_2,1991,38,15.0,0,3,6.0,0,0,0,0,1
360310_1_3,1991,27,15.0,0,3,6.0,0,0,0,0,0
360310_2_1,2012,26,15.0,0,3,6.0,0,0,1,0,0
360310_2_2,2012,24,15.0,0,3,6.0,0,0,1,0,0
360310_2_3,2012,17,15.0,0,3,6.0,0,0,0,0,0
360312_1_1,2010,72,12.0,0,1,6.0,0,0,1,0,1
360313_1_1,1994,20,3.0,0,2,6.0,0,0,1,1,0
360313_1_2,1994,20,3.0,0,2,6.0,0,0,1,1,1
360314_1_1,2001,34,21.0,0,2,6.0,1,0,0,1,1
360314_1_2,2001,20,21.0,0,2,6.0,1,0,0,1,0
360317_1_1,2003,39,19.0,0,1,6.0,1,0,0,1,1
360319_1_1,2000,38,5.0,1,1,6.0,0,0,1,1,1
360331_1_1,1995,45,16.0,1,2,6.0,0,0,1,1,1
360331_1_2,1995,11,16.0,1,2,6.0,0,0,0,1,1
360333_1_1,2004,41,21.0,1,1,6.0,1,0,0,0,1
360335_1_1,2000,50,14.0,0,1,6.0,1,0,0,0,1
360337_1_1,2012,29,19.0,0,2,6.0,0,0,1,0,1
360337_1_2,2012,19,19.0,0,2,6.0,0,0,1,0,0
360337_2_1,2015,55,19.0,0,1,6.0,0,1,0,0,0
360341_2_1,2005,38,19.0,1,1,6.0,1,0,0,1,1
360350_1_1,2009,54,20.0,1,2,6.0,0,0,1,1,1
360350_1_2,2009,54,20.0,1,2,6.0,0,0,1,1,1
360350_2_1,2004,20,20.0,1,2,6.0,0,1,1,0,0
360350_2_2,2004,20,20.0,1,2,6.0,0,1,1,0,0
360353_1_1,2011,36,13.0,0,1,6.0,0,0,1,0,1
360353_3_1,2014,42,13.0,0,2,6.0,0,0,1,0,0
360353_3_2,2014,11,13.0,0,2,6.0,0,0,1,0,0
360354_1_1,2013,31,15.0,0,2,6.0,0,0,1,0,1
360354_1_2,2013,46,15.0,0,2,6.0,0,0,1,0,1
360354_4_1,2011,53,15.0,0,1,6.0,0,0,1,0,0
360362_1_1,2007,39,23.0,0,1,6.0,0,0,1,0,1
360363_1_1,2008,28,21.0,0,1,6.0,0,0,1,1,1
360365_1_1,2003,45,9.0,1,2,6.0,0,0,0,0,1
360365_1_2,2003,38,9.0,1,2,6.0,0,0,0,0,0
360376_2_1,2012,21,17.0,0,1,6.0,1,0,0,1,1
360379_2_1,2004,83,8.0,0,2,6.0,0,0,1,0,1
360379_2_2,2004,76,8.0,0,2,6.0,0,0,1,0,0
360384_2_1,2008,20,14.0,1,1,6.0,1,0,0,0,1
360386_1_1,2015,31,19.0,0,1,6.0,0,0,1,0,1
360390_1_1,2006,56,17.0,0,1,0.0,0,0,0,0,0
360391_1_1,1998,24,4.0,0,2,6.0,0,0,1,1,0
360391_1_2,1998,41,4.0,0,2,6.0,0,0,1,1,1
360392_1_1,2012,32,3.0,1,1,6.0,0,1,1,0,0
360392_2_1,1998,58,3.0,1,1,6.0,0,0,1,0,1
360393_1_1,2002,19,20.0,0,1,6.0,1,0,0,1,1
360394_2_1,2014,55,18.0,0,3,6.0,0,0,1,0,0
360394_2_2,2014,16,18.0,0,3,6.0,0,0,1,0,0
360394_3_1,2004,51,18.0,0,1,6.0,0,0,1,0,0
360397_1_1,2006,64,23.0,0,1,6.0,0,1,1,0,1
360399_1_1,2007,47,22.0,0,2,0.0,0,0,0,0,0
360399_1_2,2007,23,22.0,0,2,0.0,0,0,0,0,0
360400_1_1,2012,59,19.0,1,1,6.0,1,0,0,1,1
360402_1_1,2013,39,17.0,0,1,6.0,0,0,1,1,1
360403_4_1,2012,27,7.0,0,1,6.0,1,0,0,0,1
360404_1_1,2013,40,2.0,1,1,6.0,0,0,1,0,1
360406_1_1,2003,52,15.0,0,1,6.0,0,0,1,0,0
360407_1_1,2004,54,11.0,1,1,6.0,0,1,1,1,1
360409_2_1,2004,22,16.0,0,3,6.0,0,0,1,0,1
360409_2_2,2004,19,16.0,0,3,6.0,0,0,0,0,0
360409_2_3,2004,18,16.0,0,3,6.0,0,0,1,0,0
360413_1_1,1998,29,18.0,0,1,6.0,1,0,0,1,1
360414_1_1,2010,41,18.0,1,1,6.0,0,1,1,1,1
360415_1_1,2011,55,18.0,1,2,6.0,1,0,0,1,1
360415_1_2,2011,57,18.0,1,2,6.0,1,0,0,1,1
360419_1_1,1991,27,23.0,1,1,6.0,0,1,0,0,1
360425_2_1,1986,35,16.0,0,1,6.0,1,0,0,1,1
360427_2_1,1999,36,14.0,0,3,6.0,0,0,1,0,0
360427_2_2,1999,68,14.0,0,3,6.0,0,0,1,0,1
360434_2_1,2007,58,17.0,1,9,6.0,0,0,0,0,0
360434_2_2,2007,23,17.0,1,9,6.0,0,0,0,0,1
360434_2_3,2007,24,17.0,1,9,6.0,0,0,0,0,1
360434_2_4,2007,23,17.0,1,9,6.0,0,0,0,0,1
360434_2_5,2007,25,17.0,1,9,6.0,0,0,0,0,0
360434_2_6,2007,23,17.0,1,9,6.0,0,0,0,0,0
360434_2_7,2007,24,17.0,1,9,6.0,0,0,0,0,0
360434_2_8,2007,24,17.0,1,9,6.0,0,0,0,0,0
360434_2_9,2007,23,17.0,1,9,6.0,0,0,0,0,1
360442_1_1,2014,22,18.0,0,3,0.0,0,0,0,1,0
360442_1_2,2014,22,18.0,0,3,0.0,0,0,0,1,0
360442_1_3,2014,24,18.0,0,3,0.0,0,0,0,1,1
360448_1_1,2000,19,8.0,0,1,6.0,0,0,0,0,1
360453_1_1,1998,44,18.0,1,2,6.0,0,1,0,1,1
360453_1_2,1998,67,18.0,1,2,6.0,0,1,0,1,0
360456_1_1,2013,72,16.0,0,2,6.0,0,0,1,0,1
360456_1_2,2013,71,16.0,0,2,6.0,0,0,0,0,0
360457_1_1,2003,29,4.0,0,1,6.0,0,0,1,1,1
360458_2_1,2015,33,18.0,0,2,6.0,0,0,1,0,0
360458_2_2,2015,6,18.0,0,2,6.0,0,0,1,0,0
360463_1_1,2012,30,2.0,0,3,6.0,0,0,1,1,0
360463_1_2,2012,35,2.0,0,3,6.0,0,0,1,1,0
360463_1_3,2012,26,2.0,0,3,6.0,0,0,1,1,1
360466_1_1,1999,53,19.0,0,1,6.0,0,1,1,0,1
360468_1_1,1997,24,13.0,0,1,6.0,0,0,1,0,0
360468_2_1,2003,21,13.0,0,5,6.0,0,0,1,0,1
360468_2_2,2003,18,13.0,0,5,6.0,0,0,1,0,0
360468_2_3,2003,17,13.0,0,5,6.0,0,0,0,0,0
360468_2_4,2003,2,13.0,0,5,6.0,0,0,0,0,0
360468_2_5,2003,0,13.0,0,5,6.0,0,0,0,0,0
360470_1_1,2005,74,13.0,0,2,6.0,0,1,1,0,0
360470_1_2,2005,71,13.0,0,2,6.0,0,1,1,0,1
360477_1_1,2001,22,1.0,0,1,6.0,1,0,0,1,1
360481_1_1,2014,27,10.0,1,1,6.0,0,0,0,0,1
360485_1_1,2001,22,6.0,0,1,6.0,0,1,0,0,1
360488_1_1,1989,17,21.0,0,2,6.0,0,0,0,0,0
360488_1_2,1989,16,21.0,0,2,6.0,0,0,0,0,1
360491_1_1,2013,24,21.0,1,2,6.0,0,0,1,1,0
360491_1_2,2013,23,21.0,1,2,6.0,0,0,1,1,1
360493_1_1,2003,22,21.0,0,1,6.0,1,0,0,1,1
360496_1_1,1995,24,11.0,0,1,6.0,0,0,0,1,1
360499_1_1,1999,46,8.0,1,2,6.0,0,0,0,1,1
360499_1_2,1999,32,8.0,1,2,6.0,0,0,0,1,0
360502_1_1,2003,53,16.0,1,1,6.0,0,0,0,1,1
360503_1_1,1987,32,3.0,0,1,6.0,1,0,0,1,1
360504_1_1,2011,65,15.0,0,1,6.0,0,0,1,1,1
360505_2_1,2015,61,1.0,0,1,6.0,0,0,1,0,0
360509_1_1,1960,68,16.0,0,1,0.0,0,0,0,0,1
360511_1_1,2010,48,10.0,0,1,6.0,1,0,0,0,1
360512_1_1,2012,20,23.0,1,3,6.0,0,1,1,1,0
360512_1_2,2012,19,23.0,1,3,6.0,0,1,1,1,0
360512_1_3,2012,19,23.0,1,3,6.0,0,1,0,1,1
360514_2_1,2007,49,13.0,0,2,6.0,1,0,0,0,1
360514_2_2,2007,41,13.0,0,2,6.0,1,0,0,0,1
360520_1_1,2013,57,7.0,0,1,6.0,0,0,0,0,1
360523_1_1,2015,34,14.0,0,1,6.0,1,0,0,0,1
360524_2_1,2010,67,5.0,0,1,6.0,0,0,0,0,1
360526_1_1,2011,49,20.0,1,1,6.0,1,0,0,1,1
360530_1_1,2008,20,13.0,1,1,6.0,0,1,1,0,1
360530_2_1,2007,57,13.0,1,2,6.0,0,0,1,0,0
360530_2_2,2007,62,13.0,1,2,6.0,0,0,1,0,0
360531_1_1,2001,40,15.0,0,1,0.0,0,0,0,0,0
360536_1_1,2000,40,1.0,1,1,6.0,0,1,0,0,1
360539_1_1,2006,55,0.0,1,1,6.0,0,0,1,0,1
360539_2_1,1999,74,0.0,1,1,6.0,0,0,1,0,1
360540_1_1,2013,23,1.0,0,1,6.0,1,0,0,1,1
360542_2_1,2013,26,14.0,0,1,6.0,1,0,0,0,1
360544_1_1,2008,45,20.0,1,1,6.0,1,0,0,1,1
360549_1_1,1993,69,16.0,0,1,6.0,0,0,1,0,1
360558_1_1,2010,48,23.0,0,1,0.0,0,0,0,0,0
360560_1_1,2006,41,13.0,0,3,6.0,0,0,1,0,0
360560_1_2,2006,27,13.0,0,3,6.0,0,0,1,0,1
360560_1_3,2006,1,13.0,0,3,6.0,0,0,1,0,0
360560_2_1,2003,54,13.0,0,2,6.0,0,1,1,0,0
360560_2_2,2003,53,13.0,0,2,6.0,0,1,1,0,0
360561_2_1,1978,33,16.0,0,1,6.0,1,0,0,0,1
360562_1_1,2003,29,22.0,0,2,6.0,0,0,1,0,0
360562_1_2,2003,31,22.0,0,2,6.0,0,0,0,0,0
360563_1_1,2014,28,5.0,1,1,6.0,1,0,0,1,1
360564_1_2,2004,18,17.0,1,2,6.0,0,0,1,0,0
360564_2_1,2010,71,17.0,1,2,6.0,0,0,1,0,1
360564_2_2,2010,71,17.0,1,2,6.0,0,0,1,0,0
360565_2_1,2011,38,0.0,1,1,6.0,0,0,1,0,0
360566_1_1,2013,38,11.0,1,1,6.0,0,0,1,1,1
360570_1_1,1997,48,16.0,0,1,6.0,1,0,0,1,1
360571_1_1,2002,35,23.0,1,2,0.0,0,0,0,0,0
360571_1_2,2002,29,23.0,1,2,0.0,0,0,0,0,1
360572_1_1,2005,20,16.0,0,1,6.0,0,1,1,1,1
360573_1_1,2015,26,17.0,1,3,6.0,0,0,1,0,0
360573_1_2,2015,27,17.0,1,3,6.0,0,0,1,0,0
360573_1_3,2015,28,17.0,1,3,6.0,0,0,0,0,1
360573_2_1,2010,47,17.0,1,1,6.0,0,0,1,0,0
360577_1_1,2003,20,21.0,0,1,6.0,1,0,0,1,1
360580_1_1,2004,31,9.0,0,1,6.0,0,0,1,0,1
360580_3_1,2015,73,9.0,0,1,0.0,0,0,0,0,0
360581_1_1,2005,22,0.0,1,3,6.0,0,1,1,1,1
360581_1_2,2005,23,0.0,1,3,6.0,0,1,1,1,0
360581_1_3,2005,31,0.0,1,3,6.0,0,1,1,1,1
360583_1_1,2008,27,13.0,1,1,6.0,0,0,1,1,1
360585_1_1,2008,33,9.0,0,2,6.0,0,1,1,0,1
360585_1_2,2008,20,9.0,0,2,6.0,0,1,1,0,1
360586_2_1,1998,76,6.0,0,2,6.0,0,0,1,0,1
360587_1_1,2011,18,4.0,0,4,6.0,0,1,1,1,0
360587_1_2,2011,19,4.0,0,4,6.0,0,1,1,1,0
360587_1_3,2011,16,4.0,0,4,6.0,0,1,0,1,1
360587_1_4,2011,16,4.0,0,4,6.0,0,1,0,1,0
360594_1_1,2007,21,8.0,0,1,6.0,0,0,0,0,0
360594_2_1,2007,69,8.0,0,1,6.0,0,0,1,0,1
360595_1_1,2002,29,11.0,0,1,6.0,0,0,1,0,1
360595_2_1,2012,60,11.0,0,1,6.0,0,0,1,0,0
360599_1_1,1999,41,3.0,1,1,6.0,0,1,1,0,1
360603_1_1,1997,64,15.0,0,1,6.0,0,0,0,0,0
360607_1_1,2006,71,0.0,0,1,6.0,0,0,1,1,1
360617_1_1,1966,25,14.0,0,11,6.0,0,1,0,1,0
360617_1_2,1966,59,14.0,0,11,6.0,0,1,0,1,0
360617_1_3,1966,58,14.0,0,11,6.0,0,1,0,1,0
360617_1_4,1966,34,14.0,0,11,6.0,0,1,0,1,0
360617_1_5,1966,15,14.0,0,11,6.0,0,1,0,1,0
360617_1_6,1966,21,14.0,0,11,6.0,0,1,0,1,0
360617_1_7,1966,18,14.0,0,11,6.0,0,1,0,1,0
360617_1_8,1966,52,14.0,0,11,6.0,0,1,0,1,1
360617_1_9,1966,25,14.0,0,11,6.0,0,1,0,1,0
360617_1_10,1966,23,14.0,0,11,6.0,0,1,0,1,0
360617_1_11,1966,18,14.0,0,11,6.0,0,1,0,1,0
360618_1_1,2005,37,1.0,1,4,6.0,0,0,0,0,1
360618_1_2,2005,35,1.0,1,4,6.0,0,0,0,0,0
360618_1_3,2005,8,1.0,1,4,6.0,0,0,0,0,1
360618_1_4,2005,4,1.0,1,4,6.0,0,0,0,0,1
360619_1_1,2010,61,13.0,0,1,6.0,0,0,1,0,1
360619_2_1,2012,55,13.0,0,1,6.0,0,0,0,0,0
360622_1_1,2012,41,2.0,1,1,6.0,1,0,0,1,1
360636_1_1,2013,18,12.0,0,5,6.0,0,0,1,1,0
360636_1_2,2013,16,12.0,0,5,6.0,0,0,0,1,1
360636_1_4,2013,18,12.0,0,5,6.0,0,0,1,1,0
360638_2_1,2007,22,3.0,1,1,6.0,1,0,0,1,1
360651_1_1,1998,50,7.0,0,1,6.0,1,0,0,1,1
360653_1_1,2005,32,3.0,1,1,6.0,0,0,1,0,0
360653_2_1,2005,46,3.0,1,1,6.0,0,0,0,0,1
360655_1_1,2011,42,17.0,0,5,0.0,0,0,0,0,0
360655_1_2,2011,53,17.0,0,5,0.0,0,0,0,0,0
360655_1_3,2011,12,17.0,0,5,0.0,0,0,0,0,0
360655_1_4,2011,13,17.0,0,5,0.0,0,0,0,0,0
360655_1_5,2011,10,17.0,0,5,0.0,0,0,0,0,0
360664_1_1,2002,17,19.0,0,3,6.0,0,1,1,0,1
360664_1_2,2002,17,19.0,0,3,6.0,0,1,0,0,1
360664_1_3,2002,18,19.0,0,3,6.0,0,1,1,0,0
360667_1_1,2008,25,14.0,0,1,6.0,0,0,1,0,1
360667_2_1,2004,38,14.0,0,4,6.0,0,0,1,0,0
360667_2_2,2004,39,14.0,0,4,6.0,0,0,1,0,0
360667_2_3,2004,3,14.0,0,4,6.0,0,0,0,0,0
360667_2_4,2004,0,14.0,0,4,6.0,0,0,0,0,0
360670_2_1,2005,62,15.0,0,2,6.0,1,0,0,0,1
360670_2_2,2005,64,15.0,0,2,6.0,1,0,0,0,1
360674_2_1,2005,49,19.0,1,2,6.0,1,0,0,0,1
360674_2_2,2005,47,19.0,1,2,6.0,1,0,0,0,1
360688_1_1,2010,38,5.0,0,1,0.0,0,0,0,0,0
360690_1_1,2014,37,13.0,0,1,6.0,1,0,0,1,1
360691_1_1,2010,24,2.0,1,4,6.0,0,0,0,0,1
360691_1_2,2010,32,2.0,1,4,6.0,0,0,0,0,1
360691_1_3,2010,31,2.0,1,4,6.0,0,0,0,0,0
360691_1_4,2010,24,2.0,1,4,6.0,0,0,0,0,0
360694_1_1,1992,21,2.0,1,1,6.0,0,0,0,0,1
360695_1_1,2008,27,17.0,0,1,6.0,1,0,0,1,1
360697_1_1,2008,42,11.0,0,2,6.0,0,0,1,0,1
360697_1_2,2008,39,11.0,0,2,6.0,0,0,1,0,0
360700_1_1,2012,39,12.0,0,1,6.0,0,0,1,0,1
360701_2_1,2001,33,14.0,0,1,6.0,0,0,0,0,0
360702_1_1,2009,24,17.0,0,1,6.0,1,0,0,1,1
360705_2_1,1999,51,17.0,1,1,6.0,1,0,0,0,1
360706_2_1,1986,61,0.0,1,1,6.0,1,0,0,0,1
360708_1_1,1988,19,1.0,0,2,6.0,0,0,0,0,1
360708_1_2,1988,17,1.0,0,2,6.0,0,0,0,0,0
360715_1_1,2007,43,8.0,0,1,6.0,0,0,1,1,1
360718_1_1,2008,56,21.0,1,1,6.0,1,0,0,1,1
360719_1_1,2007,27,15.0,0,1,6.0,1,0,0,1,1
360724_2_1,2011,47,13.0,1,1,6.0,1,0,0,0,1
360726_1_1,1997,26,13.0,0,2,6.0,0,0,1,0,1
360726_1_2,1997,25,13.0,0,2,6.0,0,0,1,0,0
360727_1_1,2005,66,14.0,0,1,6.0,0,1,0,0,1
360735_1_1,2008,53,12.0,0,1,6.0,0,0,1,0,1
360739_1_1,2003,38,20.0,1,3,6.0,0,1,0,0,1
360739_1_2,2003,12,20.0,1,3,6.0,0,1,0,0,0
360739_1_3,2003,13,20.0,1,3,6.0,0,1,0,0,0
360740_1_1,2004,33,14.0,0,4,6.0,0,1,1,0,0
360740_1_2,2004,22,14.0,0,4,6.0,0,1,1,0,0
360740_1_3,2004,2,14.0,0,4,6.0,0,1,0,0,1
360740_2_1,2001,63,14.0,0,3,6.0,0,0,1,0,0
360740_2_2,2001,61,14.0,0,3,6.0,0,0,1,0,1
360740_3_1,2015,28,14.0,0,2,6.0,0,0,1,0,0
360740_3_2,2015,27,14.0,0,2,6.0,0,0,0,0,0
360743_1_1,2002,44,22.0,1,1,6.0,0,0,1,0,0
360743_2_1,2015,66,22.0,1,2,6.0,0,0,1,0,0
360743_2_2,2015,60,22.0,1,2,6.0,0,0,1,0,1
360747_1_1,2003,22,11.0,1,1,6.0,0,0,1,1,1
360748_1_1,2005,19,12.0,0,1,6.0,0,0,1,1,1
360756_1_1,2004,27,19.0,1,1,6.0,0,0,1,1,0
360756_2_1,2007,35,19.0,1,3,6.0,0,0,1,0,1
360756_2_2,2007,56,19.0,1,3,6.0,0,0,1,0,1
360756_2_3,2007,14,19.0,1,3,6.0,0,0,0,0,1
360757_1_1,1998,86,16.0,0,1,6.0,1,0,0,0,1
360758_2_1,2014,47,15.0,0,1,6.0,1,0,0,0,1
360758_3_1,2012,68,15.0,0,1,6.0,1,0,0,0,0
360761_1_1,1999,36,7.0,0,5,6.0,0,1,1,0,0
360761_1_2,1999,46,7.0,0,5,6.0,0,1,1,0,0
360761_1_3,1999,77,7.0,0,5,6.0,0,1,0,0,1
360761_1_4,1999,4,7.0,0,5,6.0,0,1,0,0,0
360761_1_5,1999,3,7.0,0,5,6.0,0,1,0,0,0
360776_2_1,2013,19,14.0,0,1,6.0,1,0,0,0,1
360781_1_1,2009,73,11.0,0,1,6.0,0,1,1,1,1
360782_1_1,2013,71,12.0,0,1,0.0,0,0,0,0,0
360786_1_1,2001,32,22.0,0,4,6.0,0,0,1,0,0
360786_1_2,2001,33,22.0,0,4,6.0,0,0,1,0,0
360786_1_3,2001,9,22.0,0,4,6.0,0,0,0,0,0
360786_1_4,2001,5,22.0,0,4,6.0,0,0,0,0,0
360786_2_1,2001,21,22.0,0,1,6.0,0,0,1,1,1
360795_1_1,2001,25,8.0,0,2,6.0,0,0,0,0,0
360795_1_2,2001,65,8.0,0,2,6.0,0,0,0,0,1
360795_2_1,2010,33,8.0,0,1,6.0,0,0,1,0,0
360797_1_1,2010,84,10.0,0,1,6.0,0,0,1,0,1
360797_2_1,2004,50,10.0,0,1,6.0,0,0,1,0,0
360800_1_1,2008,52,16.0,0,1,6.0,1,0,0,1,1
360803_1_1,2001,56,10.0,0,1,6.0,1,0,0,0,1
360805_1_1,2015,46,14.0,1,1,6.0,1,0,0,0,1
360807_1_1,2014,24,1.0,1,2,6.0,0,1,1,1,0
360807_1_2,2014,24,1.0,1,2,6.0,0,1,1,1,1
360812_1_1,2007,45,7.0,0,2,6.0,0,0,1,1,0
360812_1_2,2007,30,7.0,0,2,6.0,0,0,1,1,1
360823_4_1,2005,52,6.0,0,1,6.0,1,0,0,1,1
360824_1_1,2010,71,21.0,1,1,6.0,0,0,1,1,1
360824_2_1,2010,37,21.0,1,1,6.0,0,0,1,0,1
360829_1_1,2007,88,12.0,0,1,6.0,0,0,1,0,1
360847_1_1,2006,70,21.0,1,1,6.0,0,0,1,0,1
360848_1_1,2012,58,17.0,0,2,6.0,0,1,1,1,0
360848_1_2,2012,3,17.0,0,2,6.0,0,1,0,1,0
360850_1_1,2012,72,11.0,0,1,6.0,0,0,1,0,0
360858_1_1,2006,29,3.0,0,2,6.0,0,0,1,1,1
360858_1_2,2006,26,3.0,0,2,6.0,0,0,0,1,0
360860_1_1,2004,32,3.0,1,1,6.0,0,0,1,1,1
360860_2_1,2007,45,3.0,1,1,6.0,0,0,1,0,0
360862_1_1,2008,23,4.0,0,2,0.0,0,0,0,0,0
360864_2_1,2001,51,17.0,1,1,6.0,1,0,0,0,1
360876_1_1,2013,57,19.0,1,1,6.0,0,0,1,0,1
360877_1_1,2008,58,11.0,0,1,0.0,0,0,0,0,0
360878_1_1,2012,43,21.0,0,1,6.0,0,1,1,1,1
360881_1_1,2005,28,19.0,0,1,6.0,0,0,1,0,1
360881_2_1,2014,20,19.0,0,4,6.0,0,0,1,0,0
360881_2_3,2014,22,19.0,0,4,6.0,0,0,1,0,0
360881_2_4,2014,21,19.0,0,4,6.0,0,0,1,0,0
360882_1_1,2000,58,6.0,0,1,6.0,0,1,0,0,1
360883_1_1,2010,24,19.0,0,1,6.0,0,0,1,1,0
360885_1_1,2013,63,13.0,0,1,6.0,0,1,0,0,1
360885_2_1,2014,29,13.0,0,1,6.0,0,0,0,0,0
360886_1_1,2013,32,2.0,1,2,6.0,0,0,1,1,1
