UNIQ_ID,mod_year,age,hour,drunk_dr,numoccs,deformed,motorcycle,rollover_binary,air_bag_deployed,speedrel_binary,fatality_target
10214_1_1,2004,17,20.0,1,2,6.0,0,0,0,0,0
10214_1_2,2004,17,20.0,1,2,6.0,0,0,0,0,0
10214_2_1,2015,25,20.0,1,1,6.0,1,0,0,0,1
10216_1_1,1995,23,17.0,0,5,6.0,0,1,0,0,0
10216_1_2,1995,20,17.0,0,5,6.0,0,1,0,0,0
10216_1_3,1995,3,17.0,0,5,6.0,0,1,0,0,1
10216_1_4,1995,3,17.0,0,5,6.0,0,1,0,0,0
10216_1_5,1995,1,17.0,0,5,6.0,0,1,0,0,0
10218_1_1,2010,88,11.0,0,2,6.0,0,0,1,0,0
10218_1_2,2010,87,11.0,0,2,6.0,0,0,1,0,1
10218_2_1,1997,51,11.0,0,1,6.0,0,0,0,0,0
10219_1_1,2008,30,15.0,0,2,6.0,0,0,1,0,1
10219_2_1,1996,30,15.0,0,4,6.0,0,0,1,0,0
10219_2_2,1996,12,15.0,0,4,6.0,0,0,0,0,0
10219_2_3,1996,1,15.0,0,4,6.0,0,0,0,0,0
10219_2_4,1996,10,15.0,0,4,6.0,0,0,0,0,0
10220_1_1,1996,17,19.0,0,1,6.0,0,1,1,0,1
10221_1_1,1987,41,14.0,0,2,6.0,0,1,0,1,1
10221_1_2,1987,5,14.0,0,2,6.0,0,1,0,1,0
10222_1_1,2002,15,7.0,0,2,6.0,0,0,1,0,1
10222_1_2,2002,17,7.0,0,2,6.0,0,0,1,0,1
10222_2_1,1997,46,7.0,0,1,6.0,0,0,0,0,0
10223_1_1,2002,23,21.0,1,2,6.0,0,0,1,0,0
10223_1_2,2002,19,21.0,1,2,6.0,0,0,1,0,0
10223_2_1,2015,61,21.0,1,5,6.0,0,0,1,0,0
10223_2_2,2015,57,21.0,1,5,6.0,0,0,1,0,0
10223_2_3,2015,56,21.0,1,5,6.0,0,0,0,0,1
10223_2_4,2015,35,21.0,1,5,6.0,0,0,0,0,0
10223_2_5,2015,56,21.0,1,5,6.0,0,0,0,0,0
10224_1_1,2005,69,21.0,0,1,4.0,0,0,0,0,0
10225_1_1,2012,50,22.0,1,1,6.0,0,1,1,0,1
10225_2_1,1997,26,22.0,1,1,6.0,0,0,1,0,0
10226_1_1,2000,51,9.0,0,2,6.0,0,1,0,0,1
10226_1_2,2000,78,9.0,0,2,6.0,0,1,0,0,0
10227_1_1,1998,46,11.0,0,1,6.0,0,1,0,0,1
10228_1_1,1995,41,16.0,0,1,6.0,0,0,0,0,1
10229_1_1,2012,36,6.0,0,1,6.0,0,0,1,0,0
10229_2_1,2003,30,6.0,0,2,6.0,0,0,1,0,1
10229_2_2,2003,6,6.0,0,2,6.0,0,0,0,0,0
10231_1_1,1999,63,20.0,0,2,6.0,0,1,0,0,0
10231_1_2,1999,44,20.0,0,2,6.0,0,1,0,0,1
10233_1_1,2002,33,17.0,0,1,6.0,0,1,1,0,1
10234_1_1,1993,63,16.0,0,1,6.0,0,0,0,0,0
10236_1_1,1995,35,13.0,0,1,6.0,0,1,0,1,1
10237_1_1,2010,18,2.0,1,2,6.0,0,0,0,1,0
10237_1_2,2010,18,2.0,1,2,6.0,0,0,0,1,1
10238_1_1,2004,38,16.0,1,2,6.0,0,1,0,1,0
10238_1_2,2004,31,16.0,1,2,6.0,0,1,0,1,1
10239_1_1,2003,32,18.0,0,9,6.0,0,1,0,0,0
10239_1_2,2003,13,18.0,0,9,6.0,0,1,0,0,0
10239_1_3,2003,12,18.0,0,9,6.0,0,1,0,0,0
10239_1_4,2003,3,18.0,0,9,6.0,0,1,0,0,0
10239_1_5,2003,10,18.0,0,9,6.0,0,1,0,0,0
10239_1_6,2003,1,18.0,0,9,6.0,0,1,0,0,0
10239_1_7,2003,14,18.0,0,9,6.0,0,1,0,0,0
10239_1_8,2003,14,18.0,0,9,6.0,0,1,0,0,0
10239_1_9,2003,4,18.0,0,9,6.0,0,1,0,0,1
10240_1_1,2001,62,8.0,0,1,6.0,0,0,1,0,1
10241_1_1,2008,83,12.0,0,2,6.0,0,0,1,0,1
10241_1_2,2008,80,12.0,0,2,6.0,0,0,1,0,0
10241_2_1,2007,78,12.0,0,1,6.0,0,0,1,0,0
10242_1_1,2007,29,0.0,1,1,6.0,0,0,1,1,1
10243_1_1,2001,50,15.0,0,2,2.0,1,0,0,0,1
10243_1_2,2001,56,15.0,0,2,2.0,1,0,0,0,0
10244_1_1,2001,18,6.0,0,1,6.0,0,0,1,0,0
10244_2_1,1998,62,6.0,0,1,6.0,0,0,1,0,1
10245_1_1,1994,51,14.0,1,1,6.0,0,1,0,0,1
10246_1_1,2004,52,21.0,0,1,6.0,0,1,0,0,1
10248_1_1,2012,66,9.0,0,1,6.0,0,1,0,0,1
10249_1_1,1999,36,1.0,0,1,6.0,0,1,0,1,1
10250_1_1,1998,42,6.0,0,1,6.0,0,0,0,0,0
10250_2_1,1990,60,6.0,0,2,6.0,0,0,0,0,1
10250_2_2,1990,27,6.0,0,2,6.0,0,0,0,0,0
10251_1_1,2004,16,15.0,0,3,6.0,0,0,1,1,0
10251_1_2,2004,15,15.0,0,3,6.0,0,0,1,1,0
10251_1_3,2004,16,15.0,0,3,6.0,0,0,0,1,0
10251_2_1,2005,36,15.0,0,4,6.0,0,0,0,0,0
10251_2_2,2005,30,15.0,0,4,6.0,0,0,1,0,1
10251_2_3,2005,6,15.0,0,4,6.0,0,0,0,0,0
10251_2_4,2005,9,15.0,0,4,6.0,0,0,0,0,0
10252_1_1,2008,40,5.0,0,1,6.0,1,0,0,0,1
10252_2_1,2011,24,5.0,0,1,2.0,0,0,0,0,0
10253_2_1,2015,66,6.0,1,1,6.0,0,0,0,0,0
10254_1_1,2004,30,17.0,0,1,6.0,0,1,0,0,1
10255_1_1,2006,30,19.0,1,1,6.0,0,0,0,1,1
10257_1_1,2005,45,13.0,0,1,6.0,0,0,1,1,1
10258_1_1,2006,51,14.0,0,1,6.0,0,0,0,0,1
10258_2_1,2007,38,14.0,0,1,6.0,0,1,0,0,0
10259_1_1,2003,45,16.0,0,1,6.0,1,0,0,1,1
10259_2_1,2003,49,16.0,0,1,6.0,0,0,0,0,0
10260_1_1,2006,32,19.0,0,1,6.0,1,0,0,1,1
10261_1_1,2004,62,18.0,1,1,6.0,1,0,0,1,1
10263_1_1,1998,17,11.0,0,1,6.0,0,0,1,1,0
10263_2_1,2005,72,11.0,0,3,6.0,0,0,0,0,1
10263_2_2,2005,47,11.0,0,3,6.0,0,0,1,0,0
10263_2_3,2005,48,11.0,0,3,6.0,0,0,1,0,0
10264_1_1,2004,41,22.0,0,1,2.0,0,0,0,0,0
10265_1_1,1997,24,5.0,0,3,6.0,0,0,0,0,0
10265_1_2,1997,22,5.0,0,3,6.0,0,0,0,0,0
10265_1_3,1997,23,5.0,0,3,6.0,0,0,0,0,1
10265_2_1,1986,16,5.0,0,1,6.0,0,0,0,0,0
10266_1_1,2006,17,14.0,0,1,6.0,0,0,0,0,1
10266_2_1,1995,51,14.0,0,1,6.0,0,0,0,0,0
10267_2_1,2008,74,15.0,0,1,6.0,0,0,1,0,1
10268_1_1,2003,21,9.0,0,1,4.0,0,0,0,0,0
10269_1_1,2006,41,18.0,0,1,6.0,0,0,1,0,0
10269_2_1,1973,55,18.0,0,1,6.0,0,1,0,0,1
10269_3_1,2004,18,18.0,0,2,2.0,0,0,0,0,0
10269_3_2,2004,18,18.0,0,2,2.0,0,0,1,0,0
10270_2_1,2005,19,20.0,1,1,6.0,0,0,1,0,1
10270_3_1,2005,35,20.0,1,1,6.0,0,0,1,0,0
10272_1_1,2003,34,18.0,1,2,6.0,0,0,1,0,0
10272_2_1,2011,40,18.0,1,1,6.0,0,0,1,0,1
10273_1_1,1978,58,17.0,0,1,6.0,0,1,0,0,1
10274_1_1,1986,47,19.0,0,1,6.0,0,1,0,0,1
10275_1_1,1987,20,14.0,1,3,6.0,0,1,0,0,0
10275_1_2,1987,21,14.0,1,3,6.0,0,1,0,0,1
10275_1_3,1987,15,14.0,1,3,6.0,0,1,0,0,0
10276_1_1,2012,35,19.0,1,1,6.0,0,1,1,1,1
10277_1_1,2007,72,17.0,0,3,6.0,0,0,0,0,0
10277_1_3,2007,78,17.0,0,3,6.0,0,0,0,0,1
10277_2_1,2001,41,17.0,0,1,6.0,0,0,1,0,0
10279_1_1,2001,36,13.0,0,1,6.0,0,0,0,1,1
10279_2_1,1995,65,13.0,0,1,6.0,0,0,0,0,0
10280_1_1,1999,45,21.0,1,1,6.0,0,1,0,1,1
10280_2_1,2000,27,21.0,1,3,6.0,0,0,0,0,0
10280_2_2,2000,27,21.0,1,3,6.0,0,0,0,0,0
10280_2_3,2000,1,21.0,1,3,6.0,0,0,0,0,0
10281_1_1,1993,36,9.0,0,3,6.0,0,0,0,1,0
10281_1_2,1993,41,9.0,0,3,6.0,0,0,0,1,1
10281_1_3,1993,9,9.0,0,3,6.0,0,0,0,1,0
10282_1_1,2011,38,20.0,0,1,2.0,1,0,0,0,0
10284_1_1,1991,30,12.0,0,1,6.0,0,0,0,0,1
10284_2_1,2008,18,12.0,0,4,6.0,0,0,1,0,0
10284_2_2,2008,17,12.0,0,4,6.0,0,0,1,0,0
10284_2_3,2008,18,12.0,0,4,6.0,0,0,0,0,0
10284_2_4,2008,18,12.0,0,4,6.0,0,0,0,0,0
10285_1_1,2000,63,15.0,0,1,6.0,0,0,0,0,0
10285_2_1,1992,55,15.0,0,1,6.0,0,0,0,0,0
10285_3_1,2005,65,15.0,0,2,6.0,0,0,1,0,1
10285_3_2,2005,67,15.0,0,2,6.0,0,0,1,0,0
10286_1_1,2011,55,14.0,0,2,6.0,0,0,1,1,0
10286_1_2,2011,51,14.0,0,2,6.0,0,0,1,1,0
10286_2_1,2000,44,14.0,0,1,6.0,0,0,0,0,0
10286_3_1,2004,52,14.0,0,1,2.0,0,0,0,0,0
10286_5_1,2004,32,14.0,0,2,6.0,0,0,1,0,0
10286_5_2,2004,21,14.0,0,2,6.0,0,0,1,0,0
10287_1_1,2000,21,7.0,0,1,6.0,0,0,1,0,1
10287_2_1,2000,45,7.0,0,1,6.0,0,0,0,0,0
10288_1_1,2005,22,19.0,0,4,6.0,0,1,0,1,1
10288_1_2,2005,14,19.0,0,4,6.0,0,1,0,1,0
10288_1_3,2005,22,19.0,0,4,6.0,0,1,0,1,0
10288_1_4,2005,18,19.0,0,4,6.0,0,1,0,1,0
10289_1_1,2001,51,21.0,0,1,6.0,0,1,1,1,1
10290_1_1,2013,68,16.0,0,1,6.0,0,0,1,0,1
10292_1_1,2010,53,3.0,0,1,2.0,0,0,0,0,0
10293_1_1,2008,56,19.0,0,2,6.0,1,0,0,0,1
10293_1_2,2008,54,19.0,0,2,6.0,1,0,0,0,0
10294_1_1,1992,26,0.0,0,1,6.0,0,0,0,1,1
10297_1_1,2005,19,12.0,0,1,6.0,0,0,1,0,1
10297_2_1,2014,64,12.0,0,1,6.0,0,0,1,0,1
10298_1_1,2008,36,15.0,0,1,4.0,0,0,0,0,0
10299_1_1,2015,36,18.0,1,1,6.0,0,0,1,0,0
10299_2_1,2014,81,18.0,1,1,6.0,0,0,1,0,1
10301_1_1,1999,18,1.0,1,2,6.0,0,0,1,0,1
10302_1_1,1997,23,2.0,1,1,6.0,0,1,0,0,1
10303_1_1,2002,26,2.0,2,3,6.0,0,0,0,0,1
10303_1_2,2002,27,2.0,2,3,6.0,0,0,0,0,0
10303_1_3,2002,21,2.0,2,3,6.0,0,0,0,0,0
10304_1_1,2014,33,20.0,1,3,6.0,0,0,1,0,0
10304_1_2,2014,5,20.0,1,3,6.0,0,0,1,0,0
10304_1_3,2014,35,20.0,1,3,6.0,0,0,1,0,1
10304_2_1,2013,51,20.0,1,2,6.0,0,0,1,1,0
10304_3_1,2004,40,20.0,1,2,2.0,0,0,0,0,0
10304_3_2,2004,49,20.0,1,2,2.0,0,0,0,0,0
10305_1_1,2012,23,16.0,0,1,2.0,0,0,0,0,0
10306_1_1,2010,85,15.0,0,1,6.0,0,0,0,0,1
10306_2_1,2006,42,15.0,0,1,2.0,0,0,0,0,0
10307_1_1,2000,46,12.0,1,1,6.0,0,1,1,1,1
10308_2_1,1991,49,4.0,0,1,6.0,0,0,1,0,0
10308_3_1,2005,23,4.0,0,1,6.0,0,0,1,0,0
10309_1_1,2015,29,5.0,0,1,6.0,0,0,1,0,1
10309_2_1,1999,49,5.0,0,1,6.0,0,1,1,0,0
10311_1_1,2007,31,2.0,1,1,6.0,0,0,1,1,1
10314_1_1,2014,32,17.0,1,1,6.0,0,0,1,0,1
10314_2_1,2006,51,17.0,1,1,4.0,0,0,0,0,0
10315_1_1,2013,69,18.0,0,1,6.0,0,0,1,0,1
10316_1_1,2004,16,18.0,0,3,6.0,0,1,1,1,1
10316_1_2,2004,18,18.0,0,3,6.0,0,1,1,1,1
10317_1_1,2005,38,14.0,0,1,6.0,0,0,1,1,1
10318_1_1,2005,26,2.0,0,1,6.0,0,0,1,0,1
10319_1_1,1997,33,20.0,0,2,6.0,0,0,1,0,1
10319_1_2,1997,35,20.0,0,2,6.0,0,0,1,0,0
10319_2_1,2002,23,20.0,0,1,6.0,0,0,1,0,0
10320_1_1,2006,49,10.0,0,1,6.0,0,0,0,0,0
10320_2_1,2007,48,10.0,0,1,6.0,1,0,0,0,1
10320_3_1,2009,46,10.0,0,1,2.0,0,0,0,0,0
10321_1_1,2008,86,17.0,0,1,6.0,0,0,1,0,1
10321_2_1,2012,62,17.0,0,2,6.0,0,0,1,0,0
10321_2_2,2012,60,17.0,0,2,6.0,0,0,1,0,0
10322_1_1,1997,19,12.0,0,1,6.0,0,0,1,0,1
10322_2_1,1999,27,12.0,0,3,6.0,0,0,1,0,0
10322_2_2,1999,31,12.0,0,3,6.0,0,0,1,0,0
10322_2_3,1999,26,12.0,0,3,6.0,0,0,0,0,0
10323_1_1,2015,51,3.0,0,2,6.0,0,0,1,1,0
10323_1_2,2015,49,3.0,0,2,6.0,0,0,1,1,1
10325_1_1,2003,16,12.0,0,2,6.0,0,1,0,0,1
10325_1_2,2003,15,12.0,0,2,6.0,0,1,0,0,0
10326_1_1,2004,16,7.0,0,2,6.0,0,1,0,1,0
10326_1_2,2004,16,7.0,0,2,6.0,0,1,0,1,1
10327_1_1,1998,25,20.0,1,2,6.0,0,1,0,0,1
10327_1_2,1998,24,20.0,1,2,6.0,0,1,0,0,0
10328_1_1,2005,40,1.0,1,1,6.0,0,1,1,1,1
10329_2_1,2013,29,5.0,0,1,6.0,0,0,1,0,0
10330_1_1,2001,50,9.0,0,1,6.0,1,0,0,0,1
10330_2_1,1998,33,9.0,0,1,0.0,0,0,0,0,0
10331_1_1,2003,56,21.0,0,1,2.0,0,0,0,0,1
10332_2_1,2014,37,6.0,0,1,6.0,0,1,0,0,0
10333_1_1,1998,41,17.0,0,1,6.0,0,0,1,1,1
10333_2_1,2014,71,17.0,0,1,6.0,0,0,1,0,0
10334_1_1,1999,28,13.0,1,1,6.0,0,1,1,1,1
10335_1_1,2008,26,6.0,1,1,6.0,0,0,1,1,1
10336_1_1,2006,19,18.0,0,2,6.0,0,1,0,1,1
10336_1_2,2006,17,18.0,0,2,6.0,0,1,0,1,0
10337_1_1,2005,64,15.0,0,7,6.0,0,0,0,0,0
10337_1_2,2005,32,15.0,0,7,6.0,0,0,0,0,0
10337_1_3,2005,0,15.0,0,7,6.0,0,0,0,0,0
10337_1_5,2005,10,15.0,0,7,6.0,0,0,0,0,1
10337_1_6,2005,1,15.0,0,7,6.0,0,0,0,0,0
10337_2_1,1999,18,15.0,0,1,6.0,0,0,1,0,0
10339_1_1,2008,25,10.0,0,1,6.0,1,0,0,0,1
10339_2_1,2002,66,10.0,0,1,6.0,0,0,1,0,0
10340_1_1,2001,40,11.0,0,1,6.0,0,1,1,1,1
10342_1_1,2012,80,18.0,0,1,6.0,0,0,1,0,1
10342_2_1,2009,41,18.0,0,4,4.0,0,0,0,0,0
10342_2_2,2009,53,18.0,0,4,4.0,0,0,0,0,0
10342_2_3,2009,50,18.0,0,4,4.0,0,0,0,0,0
10342_2_4,2009,15,18.0,0,4,4.0,0,0,0,0,0
10342_3_1,2011,35,18.0,0,1,6.0,0,0,0,0,0
10343_1_1,2000,53,13.0,0,2,6.0,0,0,0,0,0
10343_3_1,2005,22,13.0,0,1,6.0,0,0,1,0,1
10343_4_1,2007,24,13.0,0,4,6.0,0,0,0,0,0
10343_4_2,2007,27,13.0,0,4,6.0,0,0,1,0,0
10343_4_3,2007,9,13.0,0,4,6.0,0,0,0,0,0
10343_4_4,2007,3,13.0,0,4,6.0,0,0,0,0,0
10343_5_1,2006,51,13.0,0,2,6.0,0,1,1,0,0
10343_5_2,2006,51,13.0,0,2,6.0,0,1,1,0,0
10343_6_1,2008,45,13.0,0,5,2.0,0,0,0,0,0
10343_6_3,2008,45,13.0,0,5,2.0,0,0,0,0,0
10343_6_4,2008,7,13.0,0,5,2.0,0,0,0,0,0
10343_6_5,2008,12,13.0,0,5,2.0,0,0,0,0,0
10343_7_1,2011,25,13.0,0,2,2.0,0,0,0,0,0
10344_2_1,2016,22,17.0,0,1,0.0,0,0,0,0,0
10346_1_1,2009,57,0.0,1,1,2.0,0,0,0,0,1
10347_1_1,2012,27,10.0,0,1,6.0,0,0,1,0,1
10347_2_1,2002,55,10.0,0,1,6.0,0,0,0,0,0
10348_1_1,2008,47,15.0,1,3,6.0,0,0,1,1,1
10348_1_2,2008,35,15.0,1,3,6.0,0,0,1,1,1
10348_1_3,2008,12,15.0,1,3,6.0,0,0,0,1,1
10348_2_1,2003,51,15.0,1,2,6.0,0,1,1,0,0
10348_2_2,2003,43,15.0,1,2,6.0,0,1,1,0,0
10349_1_1,2014,50,14.0,0,5,6.0,0,0,0,0,0
10349_1_3,2014,5,14.0,0,5,6.0,0,0,0,0,0
10349_1_4,2014,9,14.0,0,5,6.0,0,0,0,0,0
10349_2_1,1996,42,14.0,0,1,6.0,0,0,0,0,0
10350_1_1,2004,24,22.0,0,1,6.0,0,0,0,0,0
10351_1_1,2003,30,19.0,1,2,6.0,0,1,0,1,1
10351_1_2,2003,24,19.0,1,2,6.0,0,1,0,1,0
10352_1_1,2008,25,18.0,0,1,6.0,0,0,0,0,0
10352_2_1,2010,58,18.0,0,1,6.0,1,0,0,0,1
10353_1_1,2001,37,19.0,1,1,6.0,0,1,0,1,1
10353_2_1,2011,40,19.0,1,1,6.0,0,0,1,0,0
10354_1_1,2000,27,17.0,0,3,6.0,0,0,0,1,1
10354_1_2,2000,27,17.0,0,3,6.0,0,0,0,1,0
10354_1_3,2000,6,17.0,0,3,6.0,0,0,0,1,0
10355_1_1,2004,42,19.0,1,1,6.0,0,1,1,1,1
10356_1_1,2009,27,2.0,0,1,6.0,0,0,1,0,1
10356_2_1,2003,57,2.0,0,1,6.0,0,0,1,0,0
10356_3_1,2010,43,2.0,0,1,6.0,0,0,1,0,0
10357_1_1,2010,19,22.0,0,1,4.0,0,0,0,0,0
10359_2_1,1998,48,14.0,0,1,6.0,0,0,0,0,0
10360_1_1,2007,18,6.0,0,2,6.0,0,0,1,0,1
10360_1_2,2007,18,6.0,0,2,6.0,0,0,1,0,0
10361_1_1,2000,35,23.0,0,1,6.0,0,0,1,1,1
10363_1_1,2001,55,23.0,0,2,6.0,1,0,0,0,0
10363_1_2,2001,51,23.0,0,2,6.0,1,0,0,0,1
10364_1_1,2000,30,5.0,0,1,6.0,0,0,0,0,1
10364_2_1,2015,55,5.0,0,1,6.0,0,0,0,0,0
10365_1_1,2012,39,21.0,0,2,6.0,0,0,0,0,0
10365_1_2,2012,10,21.0,0,2,6.0,0,0,0,0,0
10366_1_1,2000,27,11.0,0,3,6.0,0,1,1,1,1
10366_1_2,2000,32,11.0,0,3,6.0,0,1,1,1,0
10366_1_3,2000,2,11.0,0,3,6.0,0,1,0,1,0
10367_1_1,1997,54,13.0,1,1,6.0,0,1,0,1,1
10368_1_1,2003,55,0.0,1,1,6.0,1,0,0,0,1
10368_2_1,2008,21,0.0,1,2,6.0,0,0,1,0,0
10368_2_2,2008,20,0.0,1,2,6.0,0,0,1,0,0
10370_1_1,2011,69,9.0,0,1,6.0,0,0,1,0,0
10371_1_1,2011,50,10.0,0,1,6.0,0,0,1,0,1
10371_2_1,2001,77,10.0,0,1,6.0,0,0,0,0,0
10372_1_1,2014,22,20.0,2,1,2.0,0,0,0,0,1
10372_2_1,2013,23,20.0,2,1,0.0,0,0,0,0,0
10373_1_1,2000,63,8.0,0,1,6.0,0,0,0,0,0
10373_2_1,2003,38,8.0,0,1,6.0,1,0,0,0,1
10374_1_1,2005,23,17.0,0,1,6.0,0,0,0,0,0
10374_2_1,2004,22,17.0,0,1,6.0,0,1,1,0,1
10375_1_1,1990,17,18.0,0,4,6.0,0,1,0,0,0
10375_1_2,1990,17,18.0,0,4,6.0,0,1,0,0,0
10375_1_3,1990,17,18.0,0,4,6.0,0,1,0,0,0
10375_1_4,1990,17,18.0,0,4,6.0,0,1,0,0,1
10376_1_1,2006,50,7.0,0,1,6.0,0,0,0,0,1
10377_1_1,2005,30,6.0,0,2,6.0,0,1,1,0,0
10377_1_2,2005,1,6.0,0,2,6.0,0,1,0,0,0
10377_2_1,1997,32,6.0,0,1,6.0,0,0,1,0,1
10378_1_1,1998,36,7.0,1,1,6.0,0,1,0,1,1
10379_1_1,1997,47,15.0,0,1,6.0,0,1,0,1,1
10381_1_1,2015,47,22.0,0,1,2.0,0,0,0,0,0
10382_1_1,1998,86,15.0,0,1,6.0,0,0,1,0,1
10383_1_1,2008,65,17.0,1,1,6.0,1,0,0,1,1
10384_1_1,2002,52,17.0,0,1,6.0,0,0,1,0,0
10384_2_1,2008,69,17.0,0,1,6.0,0,0,1,0,1
10384_3_1,2012,35,17.0,0,5,6.0,0,0,0,0,0
10384_3_2,2012,37,17.0,0,5,6.0,0,0,0,0,0
10384_3_3,2012,8,17.0,0,5,6.0,0,0,0,0,0
10384_3_4,2012,7,17.0,0,5,6.0,0,0,0,0,0
10384_3_5,2012,9,17.0,0,5,6.0,0,0,0,0,0
10385_1_1,2002,90,10.0,0,1,6.0,0,0,1,0,1
10385_2_1,2007,57,10.0,0,1,6.0,0,0,0,0,0
10386_1_1,2007,24,17.0,0,6,6.0,0,0,1,1,0
10386_1_2,2007,23,17.0,0,6,6.0,0,0,0,1,1
10386_1_3,2007,3,17.0,0,6,6.0,0,0,0,1,0
10386_1_4,2007,2,17.0,0,6,6.0,0,0,0,1,0
10386_1_5,2007,1,17.0,0,6,6.0,0,0,0,1,0
10386_1_6,2007,2,17.0,0,6,6.0,0,0,0,1,0
10386_2_1,2013,23,17.0,0,2,2.0,0,0,0,0,0
10386_2_2,2013,25,17.0,0,2,2.0,0,0,0,0,0
10386_3_1,2005,31,17.0,0,1,6.0,0,0,1,0,0
10387_1_1,2000,44,19.0,0,2,6.0,0,0,1,1,1
10387_1_2,2000,48,19.0,0,2,6.0,0,0,1,1,0
10387_2_1,2007,38,19.0,0,1,6.0,0,0,1,0,0
10388_1_1,2001,17,17.0,0,4,6.0,0,0,0,1,0
10388_1_2,2001,18,17.0,0,4,6.0,0,0,0,1,1
10388_1_3,2001,21,17.0,0,4,6.0,0,0,0,1,0
10388_1_4,2001,18,17.0,0,4,6.0,0,0,0,1,0
10389_2_1,2004,33,1.0,0,1,6.0,1,0,0,0,1
10390_1_1,2004,19,22.0,0,1,6.0,0,1,1,1,1
10391_2_1,2009,25,12.0,0,2,6.0,0,0,1,0,0
10391_2_2,2009,28,12.0,0,2,6.0,0,0,1,0,0
10392_1_1,2006,20,19.0,0,1,6.0,1,0,0,1,1
10393_1_1,2004,63,10.0,0,1,6.0,0,0,1,0,0
10393_2_1,2003,49,10.0,0,1,6.0,0,0,0,0,1
10394_1_1,2014,29,2.0,1,1,6.0,0,1,1,0,1
10395_1_1,2000,40,12.0,0,1,6.0,0,0,1,0,0
10395_2_1,2000,63,12.0,0,2,6.0,0,0,1,0,1
10395_2_2,2000,18,12.0,0,2,6.0,0,0,1,0,0
10396_1_1,2004,66,17.0,0,2,6.0,0,0,0,0,0
10396_1_2,2004,18,17.0,0,2,6.0,0,0,0,0,1
10397_1_1,2015,71,5.0,0,1,6.0,0,1,1,0,1
10397_2_1,1999,33,5.0,0,1,6.0,0,0,1,0,0
10398_1_1,1998,37,14.0,1,3,6.0,0,0,1,0,0
10398_1_2,1998,56,14.0,1,3,6.0,0,0,1,0,1
10398_1_3,1998,5,14.0,1,3,6.0,0,0,0,0,0
10400_1_1,2015,18,15.0,0,1,6.0,0,0,1,0,1
10400_2_1,1999,55,15.0,0,1,6.0,0,0,0,0,0
10401_1_1,1998,31,23.0,1,1,6.0,0,0,1,0,1
10401_2_1,2014,56,23.0,1,1,6.0,0,0,0,0,0
10403_1_1,2008,20,16.0,0,1,6.0,0,0,1,0,1
10403_2_1,2008,40,16.0,0,1,6.0,0,0,0,0,0
10404_1_1,2009,52,22.0,1,1,6.0,0,1,0,1,1
10405_2_1,2001,42,20.0,0,2,6.0,0,0,1,1,0
10405_2_2,2001,41,20.0,0,2,6.0,0,0,1,1,0
10407_1_1,2013,37,21.0,1,2,6.0,0,0,1,1,0
10407_1_2,2013,64,21.0,1,2,6.0,0,0,1,1,1
10408_1_1,2004,21,23.0,0,1,6.0,0,1,0,1,1
10409_1_1,1999,22,19.0,0,1,6.0,0,0,0,1,1
10409_2_1,2014,73,19.0,0,1,6.0,0,0,1,0,0
10410_1_1,2002,83,12.0,0,1,6.0,0,0,1,0,1
10410_2_1,2003,23,12.0,0,1,6.0,0,0,1,0,0
10411_1_1,2010,31,9.0,0,1,6.0,0,0,1,0,0
10411_2_1,2008,75,9.0,0,3,6.0,0,0,1,0,0
10411_2_2,2008,73,9.0,0,3,6.0,0,0,1,0,0
10411_2_3,2008,75,9.0,0,3,6.0,0,0,0,0,1
10412_1_1,2007,46,2.0,1,1,6.0,0,0,0,1,1
10414_1_1,2010,73,5.0,0,1,2.0,0,0,0,0,0
10415_1_1,2000,57,19.0,0,1,6.0,0,0,1,0,1
10416_2_1,2011,35,17.0,0,1,6.0,0,0,1,0,0
10417_1_1,1996,71,17.0,1,1,6.0,0,0,1,0,1
10418_1_1,1996,17,22.0,1,1,6.0,0,0,1,0,1
10418_2_1,2008,32,22.0,1,1,6.0,0,0,1,0,0
10419_2_1,2013,46,10.0,0,1,6.0,0,0,0,0,0
10420_1_1,2013,53,4.0,1,1,6.0,0,0,0,0,1
10420_2_1,1996,70,4.0,1,3,6.0,0,0,0,0,0
10420_2_2,1996,35,4.0,1,3,6.0,0,0,0,0,0
10420_2_3,1996,60,4.0,1,3,6.0,0,0,0,0,0
10421_1_1,2001,68,21.0,0,1,6.0,0,0,1,0,1
10421_2_1,2007,71,21.0,0,1,4.0,0,0,0,0,0
10422_1_1,2003,23,20.0,1,3,6.0,0,1,1,0,0
10422_1_2,2003,19,20.0,1,3,6.0,0,1,1,0,0
10422_1_3,2003,2,20.0,1,3,6.0,0,1,0,0,1
10423_1_1,1995,19,20.0,0,1,6.0,0,0,1,1,0
10423_2_1,2001,39,20.0,0,3,6.0,0,0,0,0,1
10423_2_2,2001,53,20.0,0,3,6.0,0,0,0,0,0
10423_2_3,2001,14,20.0,0,3,6.0,0,0,0,0,1
10424_1_1,2002,37,14.0,0,2,6.0,0,0,0,0,0
10424_1_2,2002,40,14.0,0,2,6.0,0,0,0,0,1
10425_1_1,2004,45,14.0,0,1,6.0,0,0,1,0,1
10425_2_1,2005,35,14.0,0,2,6.0,0,0,1,0,0
10425_2_2,2005,25,14.0,0,2,6.0,0,0,0,0,0
10426_1_1,2012,54,14.0,0,1,2.0,0,0,0,0,0
